gene_ID	SRR11248243_Sporocysts	SRR922068_Sporocysts	SRR922067_Miracidia	SRR1142421_Cercariae	SRR1142423_Cercariae	SRR5860351_Cercariae	SRR8763170_Somula	SRR8763171_Somula	SRR8763176_Somula	SRR8763177_Somula	SRR8763178_Somula	SRR8763180_Somula	ERR572993_Males	ERR573090_Males	ERR582515_Males	SRR5170166_Males	SRR5170167_Males	SRR5170168_Males	ERR572988_Females	ERR573085_Females	ERR578187_Females	SRR5170160_Females	SRR5170161_Females	SRR5170162_Females
SmLINC132130-IBu	0.37	0	0	0.18	0	0.18	0	0.34	0.38	0.23	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0.15
SmLINC132131-IBu	0.32	0	0	0.32	1.1	1	0	0	0.49	0	0	1.37	0	0	0	0	0.33	0	0	0	0	0	0	0
SmLINC132132-IBu	0.21	0	0.03	0.54	0.82	0.98	0.25	0.31	0.18	0.21	0.59	0.17	0	0	0.25	0	0.07	0	0	0	0	0.06	0.34	0.21
SmLINC132136-IBu	0.2	0	0	0.97	1.6	0.38	0.71	0.26	1.33	1.95	1.21	0.39	0	0.28	0	0	0	0	0	0.19	0	0.07	0	0.08
SmLNCA132156-IBu	0.66	0	0	0	2.63	0.07	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89	0	0
SmLNCS132157-IBu	1.44	0	0	0	0	0.06	0	0	0	0.28	0	0	0	0	0	0	0	0	0	0.39	0	0.89	0.15	0
SmLINC132166-IBu	0.48	0.17	0.36	1.74	2.18	0.68	0.07	0.56	1.23	2	1.62	0.44	3.05	1.39	2.11	1.39	0.58	0.98	0.65	0.64	0.58	1.19	1.01	1.18
SmLNCS132167-IBu	2.78	0.06	0.2	1.25	1.1	0.46	0	0	0	0.51	0	0.17	0	0.54	2.18	0.88	0.16	1.56	0.37	0	0.45	0.14	0.27	0.16
SmLNCS132173-IBu	0.12	0.04	0.04	0.87	0	0.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47	0	0	0
SmLINC132176-IBu	1.32	0.65	0.47	0.71	1.86	2.24	0.91	1.49	0.59	0.44	1.87	0.77	4.44	7.43	3.42	2.5	2.47	2.69	0.24	0.46	0.84	0.75	1.32	1.84
SmLNCA132179-IBu	0.39	0.24	0	0.51	0	2.61	0	0	0	1.05	0	0	0	0	0	1.4	2.52	0	0	0	0	0.88	1.63	1.45
SmLNCA132180-IBu	0	0	0.27	1.49	0	0.01	0	2.21	0	0	0	0	0	0	0	0	0	1.68	0.67	0	0	0	0	0
SmLNCA132181-IBu	1.92	0.12	0	1.13	0	0.28	0	0	0	0	0.72	0	0.74	0.03	0	0	0	0.1	0	0	0	0	0	0
SmLNCA132182-IBu	0	0	0	0.99	9.94	1.01	2.03	0	2.16	1.81	0.65	1.61	0.78	0.81	1.68	0	0	0.01	0	0.67	0.46	0.62	0	0
SmLINC002600-IBu	0.18	0	0	0.11	0	0.03	0	0.1	0	0	0	0.09	0	0	0.33	0.15	0	0	0.23	0	0.27	0.24	0.56	0.19
SmLINC132186-IBu	0.07	0	0	0.06	0	0	0	0	0.12	0	0.48	0.1	0	0.34	0	0	0	0	0	0	0	0	0	0
SmLINC132188-IBu	0.36	0.33	0.32	0.19	0.34	0.07	0	0	0	0	0.22	0	0.59	1.16	0	0	0	0.17	0	0	0	0.15	0	0
SmLNCA132189-IBu	4.94	0.55	0.59	2.66	2.55	2.12	4.21	5.08	2.88	4.69	7.87	4.55	0	1.69	1.77	0.43	0	0	0	3.64	1.57	0.49	1.02	0
SmLINC132196-IBu	0	0	0.17	1.64	0	0.87	0.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SmLINC132197-IBu	3.58	1.81	3.44	0.48	0	0	0	0	7.6	11.61	8.94	0	8.6	9.51	5.44	0	1.01	0	6.61	10.05	9.05	0	0	0.33
SmLINC132204-IBu	1.99	0	0	0.07	0.23	0.02	0	0	0.28	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0
SmLINC132208-IBu	0.22	0	0	0.06	0	0.01	0	0	0.09	0.68	0.18	0	0.03	0	0	0	0.04	0	0	0	0	0	0	0
SmLNCA132210-IBu	0.09	0.01	0	0.18	0	0.02	0.08	0.07	0.12	0	0	0.07	0.47	0	0.24	0.05	0.12	0	0	0	0	0	0	0
SmLNCA132221-IBu	3.23	0	0	0.08	0	0.11	0.17	0.16	0	0	0	0	0	0.48	0	0.12	0.14	0	0	0	0	0	0	0
SmLNCA132232-IBu	0	0	0	0	0	0	0	0	0	0	0	0	0.93	0.91	0.94	0.44	0.85	0.56	0	0	0	0	0	0
SmLNCS132235-IBu	7.87	0	0.15	0	0	0.86	0	0	0	0	0.36	0.29	0	0	0	0	0	0.26	0	0	0	0	0	0
SmLNCA132239-IBu	9.36	0.39	0.4	1.21	0.68	1.9	0.66	0.68	0.23	0.08	0.48	0.75	0.11	0	0.22	0.15	0.18	0.36	0.31	0	0.18	0.1	0.28	0.27
SmLNCA132242-IBu	1.63	0.06	0	0.07	0	0.02	0.25	0.31	0.36	0	0	0.31	0.42	0	0	0.41	0.09	0.44	0	0	0.25	0.36	0.38	0.54
SmLNCA132243-IBu	0.01	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SmLNCA132252-IBu	0	0	0	0	0	0.09	0	0	0	0.34	0	0	0	0	0	0.28	0	0.19	0	0	0.41	0.17	0.29	0.52
SmLNCS132258-IBu	3	0.47	0.29	0.36	0.06	0.73	0.26	0.24	0.2	0.48	0.07	0.49	0.4	0.2	0.2	0.09	0.16	0.11	0.28	0.27	0	0	0.1	0.06
SmLINC132260-IBu	3.07	0.23	0.03	0.85	0	1.51	0	0	0.45	0.27	0	0	0	0	0	0.13	0	0.5	0.4	0	0	0	0	0.34
SmLINC132261-IBu	2.14	0.1	0.03	2.08	0.32	3.28	0.26	0.33	0.38	0.34	0.48	0.07	0.35	0.13	0.09	0.28	0.23	0.19	0.23	0.11	0.14	0.08	0.14	0.15
SmLINC132262-IBu	1.72	0	0.03	0.26	0.15	0.47	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0.26	0.3
SmLINC132263-IBu	3.17	0	0	0.2	0	0.9	0	0	1.02	1.21	1.29	0	0	0	0	0	0	0.11	0	0	0	0	0	0
SmLINC132264-IBu	0.58	0.06	0	0	0	0.01	0	0	2.31	2.14	1.02	0	0	0	0	0	0	0	0	0	0	0	0	0
SmLINC132266-IBu	0.38	0.05	0	3.53	0.41	1.81	1.63	2.91	1.72	1.89	2.52	3.18	0	0	0	0	0	0.13	0	0	0	0	0	0.13
SmLINC132267-IBu	0	0	0	0	0.93	0.2	0	0	1.33	0.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SmLINC132269-IBu	0.14	0.02	0	0	0	0	0	0	1.4	0	1.11	0	0	0	0	0	0	0	0	0	0	0	0	0
SmLINC132270-IBu	0	0	0	0	0	0	0	0.57	0.49	0.05	0	0.27	0	0	0	0.25	0.31	0.31	0	0	0	0.72	0.48	1.56
SmLNCA132271-IBu	1.96	0.26	0.47	2.04	4.86	1.85	0.67	0.7	2.49	2.92	2.1	0.78	0.52	0.51	0.26	0.65	0.28	0.22	0	0.18	0.21	0.44	0.31	0.14
SmLNCA132272-IBu	0.21	0.46	0.11	0.67	0.89	0.68	0.28	0	0.3	1.28	0.63	0	0	0	0	0	0	0	0	0	0	0	0	0
SmLNCA132273-IBu	1.05	0	0.02	3.26	0.9	3.1	0.99	0.62	4.21	1.85	2.28	0.38	0.78	1.26	1.7	4.54	5.48	3.43	0	0	0	0.33	1.47	0.7
SmLNCA132275-IBu	0.9	0	0	1.28	0	0.6	0	0	0	0	0	0.39	0	0	0	0	0	0	0	0	0	0	0.29	0
SmLINC103071-IBu	0	0	0	0	0	0	0	0	0	0	0	0	0.98	0	0.99	0	0	0	0	0	0	0	0	0
SmLINC103075-IBu	0	0	0	0	0	0.05	0.59	0.45	0.17	0	0.33	0.27	0.46	0	0	0	0	0	0	0	0	0.23	0.23	0
SmLINC103076-IBu	0	0	0	0	0	0	0.57	0	0	0.32	0	0	0	0	0	0.3	0	0	0	0	0.54	0	0	0.19
SmLINC132291-IBu	0	0	0	0	0	0	0	1.45	0	1.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SmLINC132292-IBu	0	0	0	3.36	0	0.21	25.85	33.84	20.38	18.7	20.88	33.81	0	0	0	0	0	0	0	0	0	0	0	0.22
SmLINC132293-IBu	1.48	0	0	0	0.4	0.85	10.16	6.18	7.52	19.94	6.37	6.54	0	0	0	0	0.21	0	0	0	0	0	0	0
SmLINC132295-IBu	0.76	0	0	25.69	6.72	6.12	10.36	11.55	26.29	26.71	33.15	13.04	0	0	0	0	0	0	0	0	0	0	0	0
SmLINC132297-IBu	0	0	0	0.26	0	0	12.29	8.91	7.39	3.89	7.59	10.93	0	0	0	0	0	0.23	0	0	0	0	0	0
SmLINC132299-IBu	0.7	0	0	0	0	18.96	0.35	0.34	24.68	25.95	19.14	0.3	0	0	0	0	0	0	0	0	0	0	0	0
SmLINC132300-IBu	0.21	0	0	2.2	0	0.47	0.72	0.89	0.27	0.64	2.55	0.63	0	0	0	0	0	0	0	0	0	0	0	0
SmLINC132301-IBu	0.82	0.18	0.23	4.62	0.92	9.98	2.06	1.7	3.47	3.01	6.08	1.82	0	0.07	0	0	0.18	0.07	0	0.01	0	0	0	0
SmLINC132303-IBu	0	0	0	0	0	0	2.37	1.34	1.46	0.64	1.58	4.22	0	0	0	0	0	0	0	0	0	0	0	0
SmLINC132304-IBu	0.32	0.13	0.08	7.63	7.11	6.19	2.13	1.21	2.71	1.75	3.63	1.45	1.38	0.41	0.73	0.1	0.12	0.29	0.04	0.44	0.63	0.18	0.28	0
SmLNCS132310-IBu	5.57	0.35	0.12	1.7	2.98	0.81	0.27	0	1.76	2.13	1.68	1.15	0.71	0	0	0	0	0.21	0	0.48	0.59	0	0	0
SmLNCS132320-IBu	0	0	0	0	0	0	0.63	0	0	0	0	0.53	0	0	0	0	0	0	0	0	0	0	0	0
SmLNCA132335-IBu	2.14	0.18	0.12	0.4	0.89	0.69	0.43	0.41	0.56	0.42	0.11	0.37	0.33	0.65	0	0	0.09	0.18	0	0	0	0	0	0
SmLINC000197-IBu	0	0	0	0	0	0.03	0	0	0	0	0	0	0.54	0.47	0.37	0.11	0	0	0	0	0	0	0	0
SmLINC103080-IBu	0	0	0	0	0	0	0	0.05	0	0	0	0	0.59	0	0.8	0	0.36	0.28	0	0	0	0	0	0
SmLNCS132340-IBu	18.6	33.51	44.56	1.56	0.21	29.9	0.59	0	24.79	20.06	9.96	1.49	0	0	0	0	0.23	0	0	1.02	0.63	0	0.2	0
SmLINC132344-IBu	1.55	0.61	0.67	0.34	0.73	0.6	0.18	0	1.13	1.84	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0
SmLINC132345-IBu	4.19	2.81	2.82	0	0	0	0	0	0	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SmLNCS132356-IBu	4.17	0.28	0.12	3.73	2.38	4.44	1.1	1.26	1.07	0.63	1.7	0.51	0.48	0	0.96	0.29	0.09	0.58	0	0	0	0.08	0.11	0.04
SmLINC002644-IBu	0	0.02	0	0.5	2.14	0.07	0	0	0	0	0	0	0	0	0	0	0.12	0	0.29	0.86	0.35	0.21	0.31	0.73
SmLINC132379-IBu	0.45	0	0.32	1.32	0.86	3.09	0.81	1.57	6.13	4.38	3.48	3.41	0	0	0	0	0.42	0	0	0	0	2.73	1.45	0.42
SmLINC132380-IBu	1.32	0	0.05	1.85	0.55	1.98	1.46	1.18	1.92	1.47	1.59	1.14	0	0	0	0	0.03	0.12	0	0	0	0	0.05	0
SmLINC132381-IBu	0	0	0.01	1.43	0	0	0.45	0	0	0	0.56	0	0	0	0	0	0	0	0.54	0	0	0	0	0
SmLINC132382-IBu	0.74	0.01	0.05	0.71	0.09	0.74	0.65	0.42	0.78	1.07	0.37	0.48	0	0	0	0.03	0.07	0	0	0	0	0.03	0.07	0
SmLNCA132393-IBu	0.42	0	0	0	0.8	0.21	0	0	0	0	0	0	1.01	0	0	0.47	0	0	0.69	0	0	0	0	0.31
SmLNCA132395-IBu	1.85	0	0	1.04	0.86	1.46	0	0	0	0	0	0	1.11	1.09	0	0.53	0.69	1.01	0	0.74	0	0.6	0.6	0
SmLNCA132396-IBu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.43	0	0	0	0	0	0	0	0	0
SmLNCA132400-IBu	0	0	0.03	0.84	4.29	3.27	0	0	0.34	0	0.03	0	0	1.99	0.55	0	1.03	0.99	0.06	0.13	0.07	0.12	0	0.47
SmLNCA132404-IBu	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	1.6	1.47	0	0	0	0.6	1.59	0.37
SmLNCA132407-IBu	1.54	0	0	0	0	0.19	0	0	0	0	0	0	0	0.37	0	1.52	0	0.41	0	0	0	0.72	1.21	2.32
SmLNCA132411-IBu	1.81	0	0	0.18	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SmLNCA132412-IBu	0.65	0	0.04	0.1	0	0.14	0	0	0	0	0	0	0	0	0	0.44	0.18	0	0	0	0	0	0	0.19
SmLNCA132420-IBu	3.33	0.13	0	0	0	0.09	0	0	0	0	0	0	0	0.79	0	1.32	0.97	1.43	0.55	0.54	0	0.42	0.42	0.73
SmLINC002639-IBu	0	0	0	0	0	0	0	0.04	0	0	0	0	1.08	1.56	0.51	0.17	0.32	0.09	0	0	0.28	0.1	0.1	0.19
SmLINC132423-IBu	0.15	0	0.01	0.07	0	0.01	0.06	0	0	0	0	0.1	0	0.99	1.11	0	0.14	0.19	0	0	0.22	0	0	0
SmLINC132425-IBu	0.37	0.09	0.15	0	0	0	0	0	0.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SmLINC132426-IBu	0.2	0.02	0.02	0	0	0.02	0.11	0	0.11	0	0	0.09	0	0	0	0	0	0	0.23	0	0.27	0.08	0.16	0.19
SmLNCA132427-IBu	1.29	2.28	1.14	1.16	0.67	2.08	0.56	0.81	1.12	2.56	1.45	0.54	0.97	0.48	1.22	0.33	0.07	0.14	0.17	0.66	0.2	0.06	0.12	0.07
SmLINC132432-IBu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85	0.56	0.5	0	0	0	0	0	0	0
SmLNCA132428-IBu	2.49	0	0	0.36	0	0.16	0.2	0	0	0	0	0	0	0	0	0	0	0.07	0.61	0	0	0	0.19	0.16
SmLNCA132430-IBu	0	0	0	0	0	0	0	0	0	0	0.19	0.16	0.52	0	0	0.12	0.15	0	0.01	0.35	0	0	0	0.01
SmLNCA132433-IBu	0	0	0.56	0.61	0	0.4	0	0	0	0	0	0	0	0	3.86	0	0	0	0	0	0.02	0	0	0
SmLINC132468-IBu	0	0	0	493.64	714.96	56.47	0	0.83	0.97	0	0.88	0	0	0	0	0	0	0.55	0	0	0	0.5	0.51	0
SmLNCA132472-IBu	3.63	0	0.16	0	0	0.15	0	0.33	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0
SmLINC132481-IBu	0	0.04	0	0	0	0.04	0.26	0	0	0.69	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0
SmLNCA100289-IBu	9.9	0.29	0.56	0.91	1.35	0.87	0.14	0.39	0	0	0	0.12	0	0	0	0.09	0	0	0	0.28	0	0.2	0	0
SmLINC132489-IBu	0	0.03	0.03	0	0	0	0.15	0.14	0	0	0	0.26	0	0	0	0	0.25	0.12	0	0	0.36	0	0	0
SmLINC132490-IBu	0.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SmLNCA132498-IBu	9.09	13.24	11.44	3.15	1	2.78	7.82	10.59	5.32	7.74	5.43	9.68	4.79	0.29	5.15	0.8	0.9	0.93	6.92	2.36	3.97	1.36	0.81	1.09
SmLINC132506-IBu	0.22	0.01	0.01	0.07	0	0.12	0	0	0.13	0	0	0.1	0	0	0	0	0	0.36	0	0	0	0	0	0.08
SmLINC132508-IBu	2.49	0	0.02	0.06	0	0.12	0.13	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SmLINC132509-IBu	0.49	0	0	0.26	0.18	0.05	0.2	0	0.21	0.17	0	0	0	0	0.32	0.22	0	0.2	0	0	0	0	0	0.09
SmLINC132510-IBu	0	0	0	0.08	0.54	0	0	0	0	0	0	0	0	0	0.31	0.16	0	0	0	0	0	0	0	0
SmLINC132515-IBu	0.12	0.18	0.29	0.33	0	0.18	0.39	0.73	1.16	1.38	0.6	0.33	0.54	0	0	0	0	0	0	0.73	0	0	0	0
SmLNCA132512-IBu	1.3	0.01	0	0.08	0	0.09	0	0	0	0	0	0	0	0	0	0.14	0.51	0.21	0	0.13	0	0	0.19	0.23
SmLNCA132513-IBu	1.3	0.02	0	0.04	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SmLNCA132514-IBu	1.15	0	0.02	0.05	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0	0.11	0	0
SmLNCA132517-IBu	0.22	0	0	0	0	0	0.13	0.11	0.06	0	0.4	0	0	0	0	0.21	0	0.15	0.14	0	0	0.14	0.53	0.14
SmLNCS132530-IBu	0	0	0	0.21	0	0.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0
SmLNCA132544-IBu	0.95	0.1	0.22	0.13	0	0.13	0.21	0.2	2.51	2.24	1.37	0.13	0	0	0	0.06	0	0	0	0	0.18	0.07	0	0.13
SmLNCA132545-IBu	0.83	0.04	0.08	4.11	0.19	3.48	0.51	0.72	0.27	0.33	0.52	1.29	0	0	0	0	0	0	0	0	0	0	0	0.2
SmLNCA132546-IBu	0	0	0	1.46	0	0.73	0	0	0	0	0.18	0	0	0	0	0	0	0	0	0.33	0	0	0	0
SmLNCA132547-IBu	0.44	0.05	0.25	1.2	0	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SmLNCA132548-IBu	0.51	0	0.03	0.29	1.27	1.31	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SmLINC132562-IBu	0.25	0.06	0	0	0	0.06	0	0	0	0.7	0	0.89	0	0	0	0.28	0	0	0	0	0	0	0	0
SmLNCA132563-IBu	3.73	3.74	1.92	0.75	0	1.53	0.98	4.78	5.63	8.07	4.04	0	0	0	2	0	0	0	1.32	0	0	0	0	0
SmLINC132564-IBu	0	0	0	0.97	6.01	0.49	0	0	0.95	0.93	1.22	0	0	0	0	0	0	0	0	0	0	0	0	0
SmLINC132565-IBu	0	0.07	0.04	0.94	0.07	0	0	0	0	0	0.1	0	0.61	0	0	0	0	0	0	0	0	0	0	0
SmLNCS132582-IBu	12.25	1.97	1.53	4.58	0	6.24	0	2.06	0.23	0	0.45	1.3	5.37	2.36	1.2	1.1	1.9	1.04	1.64	1.61	1.97	0.46	0	0.18
SmLINC132583-IBu	0	0	0.1	0.13	0.34	0.04	0	0	0	0	0	0.11	0	0.38	0	0.96	0.21	0.43	0	0	0.31	0.19	0.28	0.33
SmLNCA103107-IBu	0.75	0	0	0.21	0.22	0.15	0.26	0	0.28	0	0	0.3	0	0.39	0	0	0	0.22	0	0	0	0	0	0
SmLNCA103109-IBu	0.17	0.16	0.08	0	0.52	0.06	0	0	0.22	0	0	0.04	0	0	0	0.14	0	0	0	0	0	0	0	0
SmLNCA103110-IBu	0.83	0.03	0	0.25	0	0.12	0	0.17	0.19	0	0	0.15	0	0	0	0	0	0.15	0	0	0	0	0	0
SmLNCA132612-IBu	4.75	11.4	22.08	15.44	0	28.36	0	0.68	2.13	2.69	0.88	0	0	34.24	13.34	72.03	61.54	73.15	24.28	56.84	8.31	148.36	165.89	111.86
SmLINC132616-IBu	0.59	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0.78	0.48	0.73	0.15	0.51
SmLINC132617-IBu	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.23	0.35	0
SmLINC132619-IBu	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81	0.78	0	0	0.3	0
SmLNCA132620-IBu	0.86	0.19	0.33	0.11	0	0.17	0	0	0	0.14	0.11	0	0.65	0	0	0.07	0.09	0.09	0.63	0	0	0	0.12	0.27
SmLNCA132666-IBu	0.15	0	0.01	0.33	2.22	0.39	0.21	0.17	0.52	0.72	0.05	0	0.72	0.5	0.5	0.12	0.3	0.1	0	0.45	0.27	0	0	0.06
SmLNCA132674-IBu	0.76	1.87	1.31	0.42	1.9	0.73	0.84	1.41	2.94	2.92	1.98	1.82	0	0	0	0	0.19	0.19	0	0	0	0.41	0	0.2
SmLNCS132677-IBu	1.29	0.06	0.13	0	0	0.97	0.55	1.05	0	0	0	0	0	0	0	0.29	0	0.76	0	0	0	0	0.68	0
SmLNCA132693-IBu	0.74	0.06	0	0.17	0	1.28	0	1.97	0	0	0	1.31	0	0	0	0.84	0.74	1.44	1.6	0.78	0.99	0.64	2.88	1.84
SmLINC103121-IBu	0.52	0.02	0.16	0	0	0.02	0.29	0.54	0.3	0.19	0.6	0.12	0	0	0	0	0	0	0	0	0.35	0	0.1	0.36
SmLNCA132696-IBu	3.04	0.28	0.43	0.22	0	0.85	0.3	0	0.32	0.19	0	0	0	0	0	0	0	0	0.3	0	0	0.11	0.11	0.13
SmLINC132707-IBu	0.24	0.27	0.25	6.21	2.08	2.51	3.91	3.33	0.41	0.22	1.09	4.01	0.39	0	0.39	0.18	0	0.11	0.27	0.52	0.32	0.08	0.56	0.33
SmLNCA132706-IBu	0	0	0.02	0.31	0	0.48	0.12	0.33	0	0.13	0.27	0.19	0	0	0	0	0	0	0	0	0	0.1	0	0
SmLNCA132708-IBu	1.69	0	0	0.16	0	0	0.21	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0
SmLINC132710-IBu	0	0.05	0.05	0	0	0.36	0	4.2	2.23	1.35	10.84	4.91	2.55	2.51	5.15	4.39	2.83	6.08	0	5.14	2.84	3.14	0.67	5.94
SmLNCS132714-IBu	1.3	0.11	0.17	0.31	0.82	0.26	0	0	0	0.58	0	0	0	0	0	0	0	0	0	0	0	0.28	0	0
SmLINC132736-IBu	0	0.16	0.39	0.45	0	0	0.42	1.94	0	2.42	1.37	0.71	0	0	0	0	0	0.16	0	0.48	0.84	0.54	0.45	0
SmLINC103126-IBu	0.22	0.16	0.4	0.48	0	0.7	0	0.82	0	0	0	0	0	0.39	0	0	0	0	0	0	0	0	0	0
SmLINC103128-IBu	0.37	0	0.31	0	0	0	0	0.64	1.42	0	0	0	1.44	0	0	0	0	0	0	0	0	0	0	0
SmLNCA103125-IBu	0	0	0.07	0.06	0.14	0.11	0.49	0.21	0	0.42	1.34	0	0	0	0	0.11	0	0.13	0	0	0	0.12	0	0
SmLINC132762-IBu	0	0	0	2.85	0	1.23	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0.13	0
SmLINC132763-IBu	0	0	0.04	1.96	0	1.52	0.12	0.17	0	0.21	0	0	0.19	0	0	0	0	0	0	0	0	0	0.14	0.11
SmLINC132764-IBu	1.05	0.21	0.69	3.38	3.95	0.83	0	0	0.49	0.58	0.33	0	0	0	0	0	0	0	0.34	0.33	0	0	0	0
SmLINC132785-IBu	0.05	0.08	0.12	0	0.16	0.05	0	0.16	0.18	0.11	0	0.14	0.26	0.26	0.26	0.12	0	0.07	0.54	0.36	0.22	0.32	1.01	0.74
SmLNCA103133-IBu	3.87	0.67	1.43	0.18	0	0.18	1.09	0	0	0	0	0.93	0	0	0	0	0	0	0	0.82	0	0	0	0
SmLINC132786-IBu	0	0	0	0	0	0.06	0	0.12	0.69	0.52	0.55	0	0	0.33	0	0.08	0.09	0.14	0.23	0.29	0	0	0.27	0.09
SmLNCA132811-IBu	24.23	2.73	5.98	86.29	101.34	89.44	79.8	64.38	101.17	109.68	77.28	75.48	42.58	28.05	51.55	50.81	40.07	41.68	23.22	20.26	42.71	40.59	47.94	46.97
SmLNCA132814-IBu	1.98	0.08	0.04	0	0.18	0.05	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0.17	0
SmLNCA132815-IBu	0.65	0	0	0	0	0.16	0	0	0	0.26	0	0	0	0	0	0	0	0.17	0	0	0	0	0.72	0.33
SmLNCA132819-IBu	36.53	3.5	4.48	47.99	19.32	63.43	21.76	35.94	18.78	17.28	14.92	23.7	16.93	11.35	18.32	12.98	9.02	18.17	7.62	10.61	8.84	10.69	10.32	12.53
SmLNCA132867-IBu	7.54	0.63	0.4	2.08	0.38	1.97	0.61	0.49	0.73	0.49	0.49	0.45	0	0.18	0.19	0.6	0.57	0.74	0.3	0.48	0.07	0.38	0.61	0.3
SmLNCA132869-IBu	0	0	0	0	1.54	0	7.59	10.08	8.83	10.37	13.8	5.27	0	3.53	6.05	1.44	0.67	1.71	0.82	1.55	0	0	0	0.19
SmLNCA132870-IBu	10.31	1.2	3.14	9.7	1.16	7.37	3.88	3.11	6.26	5.24	2.7	4.28	0	0	1.79	0	0.75	0.25	0.71	0	0	0	0	0.6
SmLNCA132871-IBu	0.52	0.26	0.9	2.56	0	1.67	3.62	2.23	4.87	3.95	4.31	3.3	1.29	1.14	4.51	0.27	0	0.57	0.27	0	0	0.82	0.45	0.39
SmLNCA132872-IBu	6.4	1.21	3.13	5.47	10.99	5.95	6.85	9.63	10.78	10.7	8.46	6.33	6.6	0.9	2.84	1.49	0.47	1.8	0	0	2.81	0.69	0.95	1.13
SmLNCA132873-IBu	16.17	0.64	1.79	7.27	4.97	8.28	2.94	3.91	3.83	3.76	2.5	3.75	1.61	1.67	0.86	0.46	0.49	0	0	0	0	0	0	0
SmLNCA132874-IBu	10.02	0.43	0.15	7.78	0	5.35	0.72	0	4.09	3.92	0	0.62	1.53	0	0	0.74	0	0.96	0	1.02	0	1.73	0	0.5
SmLNCA132876-IBu	4	0.22	0.46	0	0	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29	0
SmLNCA132890-IBu	12.01	7.5	6.93	11.18	1.88	4.89	5.65	5.92	2.97	1.05	1.27	6.78	0.89	1.09	2.27	20.67	11	19	3.45	3.39	2.65	20.02	23.54	16.77
SmLNCS132900-IBu	3.93	0.13	0	0	0	1.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SmLINC132904-IBu	1.45	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SmLNCA132902-IBu	94.51	3.85	9.41	159.62	88.54	198.24	32.75	25.3	128.04	93.06	47.03	40.65	81.45	82.8	84.17	111.09	109.62	99.6	17.29	22.05	19.69	29.1	40.44	41.52
SmLNCA132905-IBu	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38	0	0.36	0.41	0	0	0	0	0.09	0	0
SmLNCA132906-IBu	1.37	0.13	0.54	0.09	0	0.26	0.18	0	0	0	0	0	0	0.49	0	0	0	0.42	0	0	0	0	0	0
SmLNCA132908-IBu	0	0	0.03	0	0	0.01	0	0	0	0	0	0	0.7	0	0	0.74	1.28	0.63	0	0	0	0	0.36	0
SmLNCA132915-IBu	0	0	0.06	0	0	0	0	0	0	0.63	0	0	0	0	1.11	1.04	0.69	0	0	0	0	0.3	0	0.34
SmLNCA132918-IBu	0	0	0.02	0	0	0	1.1	0.91	0.3	0	1.01	1.11	0	0	0	0.23	0.29	0	0	0	0	0	0	0
SmLNCA132919-IBu	0	0	0	0	0	0	0.64	0.38	0	0	0.41	0	0	0	0	0	0.26	0	0	0	0	0	0	0
