gene_ID	SRR11248243_Sporocysts	SRR922068_Sporocysts	SRR922067_Miracidia	SRR1142421_Cercariae	SRR1142423_Cercariae	SRR5860351_Cercariae	SRR8763170_Somula	SRR8763171_Somula	SRR8763176_Somula	SRR8763177_Somula	SRR8763178_Somula	SRR8763180_Somula	ERR572993_Males	ERR573090_Males	ERR582515_Males	SRR5170166_Males	SRR5170167_Males	SRR5170168_Males	ERR572988_Females	ERR573085_Females	ERR578187_Females	SRR5170160_Females	SRR5170161_Females	SRR5170162_Females
SmLNCA132920-IBu	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72	0	0	0	0.23	0	0	0.38	0	0	0
SmLNCA132921-IBu	0	0	0	0.15	0	0	0.44	0.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SmLINC132934-IBu	1.11	0.11	0.16	3.03	2.77	3.85	0.29	0.71	0.9	1.06	1.19	0.46	0.72	1.19	0.24	1.36	1.24	1.69	5.29	4.03	2.67	1.34	1.83	1.73
SmLNCA132935-IBu	0	0	0	0.4	0	0.34	0	0	0.01	0	0.23	0	0	0	0	0	0	0	0.39	0.46	0	0.52	0	0
SmLNCA132936-IBu	0.72	0	0.02	0.13	0.17	0.45	0.09	0	0	0.21	0	0.11	0.53	0	0.29	1.09	0.22	0.28	0.23	0.31	0	3.89	6	6.41
SmLNCA132937-IBu	0.43	0.03	0.04	0	0.01	0.04	0	0	0.13	0	0	0	0	0	0	0	0	0	0	0.04	0	0.95	0.14	0.42
SmLNCA132938-IBu	1.12	0.01	0.06	0.38	0.23	0.65	0.08	0	0.18	0.16	0.11	0.08	0	0.13	0	0.31	0.32	0.27	0.39	0.38	0.27	0.71	0.84	0.62
SmLNCA132939-IBu	0	0	0	0	0	0.1	0.29	0	0	0	0	0.32	0	0	0	0.33	1.06	0	1.09	0	0	10.03	5.57	4.61
SmLNCA132940-IBu	1.31	0	0	0.39	0.11	0.59	0.06	0.29	0.26	0.2	0	0.06	0.24	0	0.18	0.07	0.15	0.12	0.41	0.65	0.18	0.94	0.91	0.9
SmLNCA132941-IBu	1.95	1	0.68	0.92	1.56	0.73	1.59	0.79	1.17	1.5	0.77	0.69	1.61	0.55	0.38	1.07	0.8	0.64	0	0.52	2.77	0	0.66	0.56
SmLINC132943-IBu	0.73	0.2	1.26	2.14	0.9	1.69	0.64	0.86	2.4	2.52	1.9	1.2	0.45	1.33	0.89	0.1	0.18	0.06	0	0	0.18	0.05	0	0
SmLINC132958-IBu	0	0.07	0.07	1.99	0.55	0.11	0	0	0.49	0	0	0	1.46	0	0	0.43	0.18	0.36	0.85	0.83	0	1.06	2.01	1.09
SmLNCS103142-IBu	0	0	0.07	0	0	0	0	0.21	0	0	0	0	0	0	0	0	0	0.17	2.07	2.03	0	0	0.15	0.18
SmLNCA132991-IBu	0	2.43	2.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SmLNCA132994-IBu	2.94	4.71	2.96	3.94	1.33	4.15	1.68	0.49	0.45	2.82	1.68	0.86	1.41	0	1.57	0.23	0	0.57	1.42	0.61	3.86	0.27	0	0.45
SmLNCA132995-IBu	2.65	0.92	0.38	2.2	1.23	2.31	3	2.43	1.13	1.75	1.68	2.84	1.08	1.16	1.97	0.51	0.45	0.67	1.66	1.57	2.25	0.49	0.79	0.81
SmLNCA132998-IBu	1.39	0.53	0.13	1.3	0.28	1.28	0.74	0.29	0.32	0.52	0.54	0.32	0.98	0	0	0.14	0	0.17	0.66	0.21	0.53	0.3	0.15	0.17
SmLNCA132999-IBu	1.66	0.04	0.02	0.5	0	0.1	0.47	0	0.86	0.76	0.61	0.2	0.35	0	0	0	0	0	0	0.24	0	0	0.09	0
SmLNCA133016-IBu	12.9	21.9	21.76	5.41	3.44	9.68	3.81	2.92	3.4	3.38	3.56	3.07	1.74	0.85	2.06	1.03	0	0	0	0.68	0	0.86	0.98	1.18
SmLNCA133028-IBu	0.64	0.03	0.26	0.08	0	0.29	0.39	0.61	1.57	0.34	0.67	0.22	1.42	4.61	3.39	4.12	5.5	7.97	0.64	0	0	1.38	0.79	1.33
SmLNCA133029-IBu	0	0	0	0	0	0.17	0	0	0	0	0.13	0.21	0.74	0	0	0.21	0	0	2.73	3.42	2.42	4.99	0.88	0.97
SmLNCA133030-IBu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66	0	1.12	0.95	1.06	0.39
SmLNCA133032-IBu	0.39	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0.37	0.43	0	0.52	0.81	0.48	0.37
SmLNCA133033-IBu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49	2.33	0.38	0.47	1.86	0.28	0.99
SmLINC133034-IBu	0.32	0.05	0.05	0.14	0	0.03	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0.22	0.64	0.06	0.22
SmLNCA133038-IBu	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53	0.52	0.3
SmLNCA133047-IBu	1.97	0.37	0.43	0	0	0.3	0.24	0.11	0.74	0.53	0.31	0.26	0.19	0.19	0.77	0	0	0.16	0	0	0	0.05	0.09	0.22
SmLINC133051-IBu	0.06	0.04	0.02	0.11	2.48	0.04	0	0	0.32	0.13	0.43	0	0.31	0	0	0	0	0	0	0	0	0	0	0
SmLNCA103160-IBu	6.02	0.93	0.78	1.91	0.38	3.05	0.76	0.99	1.12	1.24	0.64	0.97	1.4	1.35	1.67	3.46	2.54	3.27	0.84	0.66	0.77	2.71	2.35	2.27
SmLINC133052-IBu	0.32	0.06	0	0.09	0.3	0	0.18	0	0	0.24	0	0	0	0	0	0	0.15	0.3	0	0	0	0.13	0.13	0
SmLNCA133053-IBu	4.89	0.15	0.05	2.68	0.32	2.9	3.35	1.91	1.43	0	0.74	3.44	1.04	0	1.13	1.4	0.26	0.56	0	0	0	0.25	0.7	0.61
SmLINC133075-IBu	0	0	0	0	0	0.18	0	0	0	0	0	0	0	0	0	1.77	0.76	0	0	1.12	1.4	15.88	5.91	8.13
SmLNCA133078-IBu	0.27	0	0.07	1.03	1.07	0.33	0.09	0	0	0	0.09	0	0	0.53	0.27	0	0	0	0	0	0	0	0.06	0
SmLNCA133080-IBu	6.51	0.75	0.9	1.74	0.96	10.86	4.38	4.04	2.5	2.47	2.71	4.56	1.32	1.06	1.54	1.88	1.52	1.57	1.25	1.38	1.15	1.06	1.29	1.42
SmLINC133083-IBu	0.18	0	0.1	0.14	0	0	0	0	0.39	0	0	0	0	1.74	0	0	0	0	0.61	0	0	0	0.23	0
SmLINC133084-IBu	0.15	0	0	0	0	0.04	0	0	0	0	0.3	0	0	0	0.75	0	0	0	0	0	0	0	0	0
SmLNCA133125-IBu	5.4	0.51	1.46	7.96	0.56	26.15	2.84	2.65	3.22	4.67	2.98	3.06	0.54	0.79	0.66	1.79	2.76	2.11	3.06	2.28	2.26	1.43	0.72	0.95
SmLNCA133126-IBu	0	0	0	0.54	0	2.51	0	0	0	0.2	0	0	0	0	0	0.09	0	0	0	0	0	0.18	0.56	0.65
SmLNCA100296-IBu	6.69	0.08	0.25	0.09	0	0.56	0	0	0	0	0.04	0.21	0	0	0	0	0	0.03	0	0	0	0	0	0.04
SmLINC133127-IBu	0.47	0.02	0.23	0.5	0	0.28	0.75	1.24	0.09	0.21	0.34	0.7	0	0.26	0.52	0.12	0.07	0.07	0.53	0.88	0.21	0.56	0.62	0.87
SmLNCA133130-IBu	0.48	0	0	0.39	0	0.11	0	0	0.17	0	0	0.27	0	0	0.93	0.11	0	0	0	0	0.38	0.81	1.38	1.34
SmLNCA133132-IBu	1.8	0.1	0.63	1.11	0.92	1.15	1.82	2.86	1.73	4.46	3.28	4.12	2.34	0	0.51	0.83	2.77	2.92	0.12	0.03	1.06	3.32	2.31	2.36
SmLNCA133141-IBu	7.19	0.73	0.37	1.21	0.31	1.74	0.78	0.96	1.47	2.31	1.5	1.98	0	0.94	0.67	1.07	0.71	0.85	1.25	0.84	0.27	0.58	0.55	0.58
SmLINC133142-IBu	0.09	0	0	0.21	0.23	0.11	0	0	0	0	0	0	0	0	0	0.19	0.25	0.15	1.18	2.64	0	0.79	0.66	0.49
SmLINC133143-IBu	0.25	0.03	0.05	0.09	0	0	0	0.17	0.09	0.23	0	0	0	0.27	0.27	0	0	0	0.01	0	2.48	3.9	0.41	1.25
SmLINC133144-IBu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	1.6	0	0	0.28	0
SmLINC133165-IBu	1.23	0.02	0	0.61	0.96	0.08	0	0.33	0	0	0	0	2.13	2.1	1.42	0.32	0.1	0.2	0	0	0	0	0.09	0
SmLINC133168-IBu	0	0.12	0	0.18	0	0	1.11	0	0	0	0.57	0	0	0	0	0	0	0	0	0	0	0	0	0
SmLINC133169-IBu	2.93	1.91	0	0	0	1.9	9.6	11.24	4.95	10.89	3.19	10.7	2.2	10.68	0	5.76	5.34	2.97	3.98	7.13	5.83	1.59	3.8	4.23
SmLINC133170-IBu	6.82	1.38	0	0	0	0	17.61	15.44	13.44	9.61	10.51	12.63	0	0	0	0	1.19	3.36	0	2.64	0	5.88	0	0
SmLINC133171-IBu	0	0.35	1.23	0.26	0.46	11.87	0	0	0	0	0	0	5.52	0	12.8	1.88	1.25	0	3.87	0	1.74	0	2.85	5.84
SmLINC133174-IBu	113.52	120.92	87.16	143.28	85.4	318.75	478.08	418.13	227.87	198.02	343.28	374.32	187.84	238.18	258.48	206.65	232.07	215	149.45	160.45	167.15	152.75	184.08	177.52
SmLINC133211-IBu	21.84	19.05	6.17	81.9	67.15	40.99	29.86	21.03	38.4	32.11	18.77	31.43	11.48	11.57	13.53	17.09	15.41	13.87	7.97	7.6	10.11	18.26	10.5	16.84
SmLNCA133243-IBu	5.57	1.01	1.51	0	0	1.98	0	0.91	1.07	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0
SmLNCA103186-IBu	2.99	1.4	1.44	0.15	0	0.34	0.1	0	0.22	0.28	0.2	0.16	0	0	0.48	0.33	0.44	0.2	0	0	0	0	0	0.08
SmLINC133255-IBu	3.87	13.18	41.36	0	7.23	16.42	3.99	0	16.18	0	0	6.12	0	0	3.62	2.54	0.98	0.73	0	5.95	10.06	8.43	0	5
SmLINC133256-IBu	44.49	28.39	21.59	174.58	207.98	83.97	201.06	213.78	442.65	496.61	491.9	187.89	102.21	100.83	137.29	35.96	31.78	37.73	57.44	51.61	82.12	35.55	25.23	31.47
SmLINC133257-IBu	13.42	33.66	28.89	9.24	2.97	4.62	48.65	65.53	146.48	143.19	158.73	56.16	29.39	52.46	44.61	13.19	23.28	13.46	50.35	60.08	47.32	25.18	17.32	29.19
SmLINC133258-IBu	11.53	0.8	8.6	24.86	0	1.55	74.7	78.02	98.37	114.24	120.69	69.73	48.54	51.05	44.31	7.07	18.78	15.11	24.29	21.23	17.14	9.53	11.63	13.11
SmLNCS133269-IBu	0.38	0	0	0	0	0.14	0	0	0	0	0	0	0	0.91	0	0.87	0.28	0.28	0	0	0	0.49	0.24	0.28
SmLINC133282-IBu	0.71	0.02	0.06	0.06	0	0.02	0	0.2	0	0.27	0	0.09	0	0	0	0.27	0	0.22	0	0	0	0	0	0
SmLNCA133283-IBu	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0	1.25	1.07	1.39	0	0	0	0	0.37	0
SmLNCA133284-IBu	0	0	0	0	0	0	0	0	0	0	0	0	1.31	0	0	0.75	1.12	0.73	0	0	0	0	0	0
SmLNCA133285-IBu	0	0	0	0	0.55	0.06	0	0	0	0	0	0	1.05	0	0.78	0	0	0.01	0.18	0	0	0	0	0
SmLNCA133286-IBu	0.87	0.03	0.01	0	0	0	0	0	0.13	0	0	0	2	0	0	0.64	0.76	0.62	0	0	0	0	0	0.4
SmLNCA133287-IBu	0	0	0	1.3	0	0.76	0	0	0	0	0	0	0	0.75	0.58	1.13	1.37	2	0	0.66	0	0.59	1.03	0
SmLNCA133289-IBu	1.11	0	0	0.99	0.38	0.38	0	0.19	0.07	0	0	0	0.73	1.58	1.55	1.97	0.95	1.23	0	0	0	0.18	0.17	0.06
SmLNCA133290-IBu	0	0	0	0	0	0	0	0.01	0	0	0	0	1.79	1.77	0	0	0.28	0	0	0	0	0	0	0
SmLNCA133292-IBu	0.66	0	0	2.75	3.29	1.27	0	0.6	0	0	0	0.8	1.6	0	0	0.19	0	0	0	0	0.66	0	0	0
SmLINC133297-IBu	2.38	0	0	0	0	0.06	0	0.11	0	0.07	0	0	0	0	0	0	0	0.13	0.25	0	0	0	0.04	0
SmLNCA133294-IBu	1.56	0	0.01	0.03	0	0.03	0	0	0	0	0	0	0	0	0.22	0	0	0.05	0	0	0	0.08	0	0
SmLNCA133296-IBu	1.18	0.04	0.1	0.73	2.01	0.55	0	0.1	0.11	0.14	0.12	0	0.58	1.75	0.68	0.3	0.19	0	0	0.27	0.16	0	0	0.1
SmLNCA133315-IBu	2.31	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0
SmLINC133318-IBu	0.29	0	0	0.19	0	0.13	0	0	0.7	0	0	0	0	0	0	0	0	0.43	0	0	0	0	0	0
SmLNCA133328-IBu	1.02	0	0.03	0.66	0	0.7	0	0	0.56	0	0	0.15	0	0	0	0.69	0.71	1	0.34	0	0	0.12	0.37	0.14
SmLNCA133331-IBu	5.94	0.4	0.27	1.41	0.06	2.23	0.38	0.5	0.43	0.42	0.14	0.4	0.88	0.83	0.88	0.53	0.36	0.73	0.53	0.58	0.19	0.21	0.22	0.21
SmLNCA133332-IBu	0	0	0.01	0.02	0	0.01	0.04	0	0	0	0	0	0.21	0.37	0	0.09	0.06	0.21	0	0	0.01	0	0.04	0.14
SmLNCA100297-IBu	0.96	0.58	0.31	3.54	2.06	2.72	0.5	0	0	0	0	0	0	0	0	0.54	0	0.35	0	0.76	0	0	0	0
SmLNCA133335-IBu	3.54	0.45	0.25	0.44	0	0.6	0.17	0.47	0.53	0.22	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0
SmLINC133340-IBu	0	0.48	0.59	0	0	0	1.55	1.2	5.15	2.83	4.75	0.67	4.26	0	0	0	0.71	2.59	0.48	0	1.75	0.26	0	0.35
SmLINC133341-IBu	0.31	0	0	2.96	4.58	5.54	0	1.5	0.81	0.71	10.22	0	0.78	4.77	0	0.75	0	1.72	0.03	0	0	0	0	0.39
SmLINC133342-IBu	1.48	0	0	6.87	2.11	2.53	0	0	0	0	0	0	0	0	0	0.95	0.78	0	0	0	0	0	0.11	0.64
SmLINC133343-IBu	1.39	0.06	0.15	2.27	1.21	2.41	0.41	0.78	1.17	1.5	0.46	0.58	1.04	0.48	1	1.52	1.35	1.74	0.96	0.8	0.59	0.87	1.32	0.84
SmLINC133344-IBu	0.68	0.12	0.91	3.01	0.9	4.37	1.39	0.41	0	3.46	1.16	0.64	0	0	5.6	1.92	0.91	1.46	0	1.46	0	0.67	0.89	0.87
SmLINC133345-IBu	0	0	0	0	0	0.99	0	0	0.23	0	0	0	0	0	0	0	0	0	0	0	0.91	0	0.41	0
SmLINC133346-IBu	0	0.25	0	0	0	0.04	0	0	0.67	0	0	0	0	0	0	0	1.44	0	0	0	0	0	0.02	0
SmLINC133348-IBu	2.68	0.26	0.75	1.54	0.52	2.34	0.47	0.42	0.81	0.78	0.34	0.45	0.57	0.18	0.12	0.29	0.23	0.34	0.12	0.12	0.09	0.18	0.1	0.08
SmLINC133349-IBu	0.46	0.16	0.13	0.12	0.62	0.96	0.29	0	0.31	0	0.3	0.24	0	0.73	0	0.17	0	0	0	0	0	0	0	0.67
SmLINC133350-IBu	0.78	0	0	0	0	0.18	0	0	0	0	0.56	0	0	0	0	0.89	0	0	0	0	0	0.34	0	1.57
SmLINC133351-IBu	0	0	0	0	0.38	0.4	0.07	0	0	0	0	0	0	0	0	0	0.62	0	0	3.3	0	0.44	0.78	0
SmLINC133371-IBu	263.29	209.8	1019.44	181.94	121.4	244.36	692.33	701.68	331.1	266.05	407.76	691.6	95.56	91.08	98.6	120.49	198.37	106.79	114.45	128.78	117.21	340.61	256.71	377.19
SmLNCA133378-IBu	4.39	0.51	0.78	2.9	1.41	4.54	0.92	0.84	1.83	1.79	0.85	0.7	0.47	0.41	0.58	0.42	0.47	0.5	0.3	0.31	0.32	0.56	0.27	0.41
SmLINC133403-IBu	61.96	123.4	29.76	8.21	11.15	61.82	17.98	17.02	1.71	3.1	1.26	17.89	6.6	3.15	12.79	3.26	0	3.17	0	1.51	0	0	3.09	0
SmLNCA133410-IBu	3.76	0	0.06	2.26	6.4	1	1.05	1.01	1.76	0.71	0	0	0	0	2.43	0.57	0.38	0.73	0	0	0	0	0.33	0.38
SmLNCA133411-IBu	1.59	0.08	0.08	0.11	0	0.3	0	0	0	0.7	0	0.23	0	0	0	0	0	0	0	0	0	0	0	0
SmLNCS133413-IBu	2.45	16.31	8.52	0.5	0	6.06	0.97	4.7	0	1.32	1.98	7.42	1.92	1.88	0	0.47	1.98	0.61	0	0	0	2.79	0.57	1.93
SmLNCA133425-IBu	3.48	0.07	0	0.94	0	0.13	0	1.49	0.58	0	1.6	2.69	0	0	0	0	0	0	0	0	0	0	0	0
SmLNCA133426-IBu	3.79	0	0	0	0	0.63	0.75	0.23	0	0	0.13	1.16	0.37	0	0	0	0	0.1	0	0.25	0.3	0	0	0.11
SmLNCA133429-IBu	6.64	0	0	0.21	0	0.62	0	0	0	0.18	0.14	0	0	0	0	0.09	0.12	0	0.57	0.28	0	0.2	0.2	0
SmLINC133430-IBu	2.44	0	0.39	0.32	0	0.17	2.28	0.67	0.59	0.64	0	1.7	0	0	4.26	3.56	5.14	3.48	5.92	0	9.46	9.78	12.38	11.65
SmLINC133431-IBu	1.15	0	0.38	0	0	0.16	0	0.64	2.94	0	0.45	0.8	4.67	0.03	0	2.26	0	0.72	5.14	0	3.32	5	7.71	4.43
SmLINC133432-IBu	0	0.41	0	0	0	0	0	0	0	0	1.82	0	0	0	0	0	0	0	0	2.24	0	0	0	0
SmLINC133433-IBu	0	0	0	0	0	0	0.82	0.2	0.22	2.04	0	0.66	0	4.12	0.81	0	0	1.42	0	4.1	0.51	4.79	0.78	0
SmLINC133434-IBu	1.22	0.35	0	0	0	0	0	0.71	0	0	0.3	1.75	0.96	0	0	0	0	0	0	0	1.72	0	0	0
SmLINC133435-IBu	0	0	0	0	0	0	0	0	0	0	0	0	0	4.88	0	0	0	0	0	0	0	0	0	0
SmLINC133436-IBu	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77	1.17	0.95	3.99	0	0	0	0	0	0	0
SmLINC133437-IBu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	4.07	0	2.56	1.58	2.73
SmLINC133438-IBu	0	0	0	0	0	0.37	0	0	2.24	0	0.97	1.1	0	0	3.02	1.01	0	0.65	0	0	0	1.6	0.99	0
SmLNCA133441-IBu	5.62	2.14	1.51	2.37	0	0.41	4.22	6.35	0.71	2.59	1.62	5.66	0	0	1.65	0.77	0.87	0.24	0.51	1.58	1.23	0.82	1.75	1.7
SmLNCA133442-IBu	12.9	8.93	6.42	8.38	2.79	4.5	9.11	12.24	9.96	10.1	11.94	9.11	6.24	2.44	7.48	1.17	0.6	1.2	4.19	2.38	4.99	1.18	1.36	0.81
SmLNCS103197-IBu	0.32	0	0	0.48	0	0.29	0	0	0	0	0	0	0.76	0	0	0	0.23	0	0	0	0	0.8	0	0
SmLINC133452-IBu	22.01	2.87	5.17	49.42	24.95	44.22	65.47	56.55	99.92	102.83	104.27	58.24	15.73	12.53	29.27	22.53	25.93	23.79	18.91	22.12	21.89	25.37	23.19	25.15
SmLINC133453-IBu	13.3	1.28	3.27	18.97	32.3	19.35	15.84	21.21	9.61	15.35	16.09	14.53	16.31	12.89	8.93	6.63	5.51	6.9	3.28	3.62	0	4.95	4.56	7.03
SmLINC133454-IBu	15.23	0.9	1.04	20.46	12.82	13.58	26.72	29.04	34.82	41.73	18.74	19.7	16.32	8.99	6.73	5.87	5.03	10.7	3.21	4.94	7.28	3.95	4.26	3.25
SmLINC133455-IBu	1.57	0	0	0	0	0	3.05	2.21	1.62	2.53	1.46	4.26	0.29	0	0	1.66	0.73	4.95	0	0	0	1.69	1.77	1.65
SmLINC133456-IBu	0.87	0.42	0.73	3.33	0	2.43	3.71	4.88	1.54	2.48	3.85	7.2	3.85	4.01	2.77	1.88	2.08	0	0	3	3.89	0.83	0.57	1.02
SmLNCA133470-IBu	2.18	0.07	0	0.93	0	1.54	0.2	0	0	0.26	0.21	0.51	0	0	0	0.26	0	0.32	0	0	0	0.28	0	0
SmLINC133492-IBu	0.8	0.04	0.04	4.51	2.02	4.34	0.73	0	0.26	0.63	1	0.41	1.3	1.28	0.65	0.15	0.95	0.76	1.34	1.31	1.61	0.5	0.49	0.58
SmLINC133493-IBu	1.13	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0.42	0	0	0	0	0	0
SmLNCA133506-IBu	5.16	0.09	0.5	2.48	1.31	3.74	1.74	1.17	1.59	2.02	1.15	1.26	2.66	1.64	2.56	1.04	0.98	1.34	1.14	1.14	0.31	0.35	0.43	0.6
SmLNCA133507-IBu	0.18	0	0	0	0.4	0	0	0.14	0.11	0.02	0.11	0.07	0.19	0	0.09	0.09	0.06	0.02	0	0.05	0.23	0.21	0.04	0.09
SmLNCA133508-IBu	2.48	0.05	0.1	0.2	0	0.38	0.07	0	0	0.16	0	0.09	0	0.17	0	0.23	0.09	0.38	0.08	0	0	0.05	0.05	0.19
SmLNCA133510-IBu	0.88	0	0.1	0.1	0	0.48	0	0.1	0.03	0	0.05	0	0.04	0.02	0.14	0.06	0	0.07	0	0	0	0	0	0
SmLINC100019-IBu	0	0	0	0	0	0	0.68	0.66	1.6	0	2.49	1.9	0	0	0	1.17	1.36	0	0	0	2.82	1.69	2.24	1.5
SmLINC100021-IBu	2	0.16	0.65	10.66	1.57	1.07	0.79	0	0	0	0	0	1.91	5	0	2.02	0	0	6.44	0	3.72	0	0	0.57
SmLNCS133533-IBu	0	0	0	0.27	0.71	0.18	0	0	0.76	0.92	0.36	0.3	0	0	0	0.2	0	0.26	0	0.58	0	0	0	0
SmLINC133554-IBu	0	0.14	0.42	0	1.97	0	1.1	0	1.75	0.03	0	0	0	0	0	0	0.21	0	0	0.48	1.2	0	0	0.21
SmLNCS133553-IBu	1.84	0.1	0	2.8	1.71	0.92	0	0	0.62	0.96	1.16	0.32	0	0	0	0.12	0	0	0	0	0	0	0	0
SmLINC133557-IBu	0.55	0.03	0.12	4.61	1.68	1.82	2.74	3.77	2.17	2.74	5.01	3.36	0	0	0	0.06	0	0	0.19	0	0	0.07	0	0
SmLINC133559-IBu	0	0	0	0	3.94	0	0.49	0	0	0.37	0.23	0.2	0	0	0	0	0	0	0	0	0	0	0.06	0
SmLINC002720-IBu	0.12	0.03	0.14	0.39	9.15	0.39	0.22	0	0	0.28	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0
SmLNCA133563-IBu	12.02	2.63	3.34	14.6	4.58	11.15	4.7	5.39	4.27	4.81	3.71	5.4	5.23	2.45	6.06	3.69	3.17	4.05	1.76	1.14	1.3	1.69	1.51	1.35
SmLINC133566-IBu	0.76	0.02	0.03	2.81	1.33	0.57	1.02	0.57	1.06	1.3	0.42	0.43	0	0	0.62	0.07	0.09	0	0	0	0	0	0.08	0
SmLNCS133574-IBu	0.89	0.03	0.03	0	0	0.14	0	0	0	0	0	0.43	1.94	2.4	0.97	0.56	0.28	0.97	0.33	0	0	0	0.36	0.28
SmLINC133575-IBu	0.48	0.14	0.72	0.71	0	0.85	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SmLINC133576-IBu	0.85	0.26	0.18	0	0.33	0	1.28	0.57	0	1.59	0	1	0	2.57	1.33	0	0	0	0	0	0	0	0	0
SmLINC133577-IBu	1.02	0	0	0.86	0	0.05	0	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SmLNCS133578-IBu	2.92	0.1	0.21	0.29	0	0.68	0	1.1	0	1.02	0	0.33	0	0	1.9	5.3	5.17	4.79	0	0.63	0	1.25	0.99	1.15
SmLINC133580-IBu	0.04	0	0	0	0	0	0	0	0	0	0	0	0.21	0.2	0.21	0.8	0.28	0.63	0.29	0.28	0.34	0.2	0.05	0
SmLINC133586-IBu	0	0	0	0	0	0	0	1.62	0.93	0	0.88	0	0	0	0	0.35	1.54	0.65	0	0	0	0	0.57	1.11
SmLINC133587-IBu	0	0	0	0	0.62	0	1.15	0	0	0	0	1.46	0.75	2.2	3	0.17	0	0	0.51	0	1.24	0.39	0	0
SmLNCA133595-IBu	2.78	0.03	0.17	0.3	0	0.6	0.12	0.1	0.12	0.11	0.07	0.17	0.28	0.42	0.17	0.46	0.38	0.54	0.2	0.13	0	0.16	0.15	0.18
SmLNCA133596-IBu	0.63	0	0	0.78	0.65	0.5	0.23	0.87	0.58	0.38	0	0.48	0	0	0	0	0	0	0	0	0	0	0	0.37
SmLNCA133597-IBu	2.49	0	0.01	0.13	0	0.51	0.07	0.09	0.12	0.04	0.05	0.12	0.2	0	0	0.06	0.03	0.03	0.09	0.23	0.38	0.61	1.53	0.45
SmLNCA133598-IBu	0	0	0.01	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0.84	0.84	0.29
SmLNCA133599-IBu	0	0	0.26	0	0	0.55	1.08	0	0.38	0.66	1.05	0.62	0	0	0	0	0	0	0	0	0.93	0	0	0.45
SmLNCA133600-IBu	2.68	0.54	0.33	0	0.09	0.85	0	0.25	0	0	0.35	0.83	0	1	0	0.45	0.14	0.14	0.66	0.79	0	0	0.29	0
SmLNCA133603-IBu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36	0	0	0.23	0.81	0
SmLNCA133604-IBu	0.75	0	0	0.19	0	0.11	0.08	0.15	0.08	0	0	0.06	0	0	0	0.08	0	0	0	0.2	0	0.18	0.16	0.51
SmLNCA133618-IBu	0.98	0.21	0.11	1.37	0.43	2.45	0.29	0.23	0.34	0.51	0.08	0.31	1.1	0.58	0.9	1.69	1.29	1.78	0.62	0.44	0.32	0.6	0.89	0.43
SmLNCA133620-IBu	0.11	0.03	0.03	0	0	0.29	0.19	0	0.2	0	0.38	0.31	0	0.52	0	1.22	0.76	0.45	0	0.36	0	0.53	0.78	0.76
SmLNCS133635-IBu	0	0.23	0	0	0	0	0	0	2.44	0	0	0	0	0	0.6	0.42	0	0.52	0	0	0	0.15	0	0
SmLNCS133638-IBu	0.75	0	0.14	0	0	0.27	0	0.21	1.33	1.45	0.46	0.38	0	0	0	0	0	0	0	0	0	0.15	0	0.18
SmLNCS133639-IBu	0	0	0	0	0	0	0	0	0	0	0	0	0.39	0	0.39	0.18	0.11	0.54	0	0	0.32	0	0.09	0
SmLNCA133641-IBu	8.15	2.51	2.23	3.61	2.51	2.37	2.52	0.81	2.56	1.2	0.89	2.57	1.26	1.25	1.32	0.75	0	1.21	2.89	0.79	1.01	1.01	0.44	1.57
SmLINC133644-IBu	0.47	0	0	0	0	0	0	0	0	0.78	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0
SmLINC133645-IBu	0	0.2	0	0.18	0	0.05	0	0.94	0	0	0.26	0.44	0	1.43	0	0	0	0	0.19	0	0	0.02	0	0
SmLINC133646-IBu	0.36	0	0.05	0	0.2	0.41	0	0	0.14	0	0	0	0	0	0	0.35	0	0	0	0.49	0	0	0	0
